"Test_Corpus_ID","Query_ID","SOLR_Index_Type","Run_ID","Ontology_Set_ID","Precision","Recall"
"test/test_docs/test_ground_truth.csv","q1","nat_lang","ZZZ","N/A","NaN","0"
"test/test_docs/test_ground_truth.csv","q1","full_text","ZZZ","N/A","NaN","0"
"test/test_docs/test_ground_truth.csv","q1","metacat_ui","ZZZ","N/A","NaN","0"
"test/test_docs/test_ground_truth.csv","q1","metacat_filtered","ZZZ","N/A","NaN","0"
"test/test_docs/test_ground_truth.csv","q1","bioportal_annot","ZZZ","N/A","NaN","0"
"test/test_docs/test_ground_truth.csv","q1","esor_annot","ZZZ","N/A","NaN","0"
"test/test_docs/test_ground_truth.csv","q1","manual_annot","ZZZ","None","10","100"
"test/test_docs/test_ground_truth.csv","q1","esor_cosine","ZZZ","N/A","NaN","0"
"test/test_docs/test_ground_truth.csv","q2","nat_lang","ZZZ","N/A","NaN","0"
"test/test_docs/test_ground_truth.csv","q2","full_text","ZZZ","N/A","NaN","0"
"test/test_docs/test_ground_truth.csv","q2","metacat_ui","ZZZ","N/A","NaN","0"
"test/test_docs/test_ground_truth.csv","q2","metacat_filtered","ZZZ","N/A","NaN","0"
"test/test_docs/test_ground_truth.csv","q2","bioportal_annot","ZZZ","N/A","NaN","0"
"test/test_docs/test_ground_truth.csv","q2","esor_annot","ZZZ","N/A","NaN","0"
"test/test_docs/test_ground_truth.csv","q2","manual_annot","ZZZ","None","20","100"
"test/test_docs/test_ground_truth.csv","q2","esor_cosine","ZZZ","N/A","NaN","0"
"test/test_docs/test_ground_truth.csv","q3","nat_lang","ZZZ","N/A","NaN","0"
"test/test_docs/test_ground_truth.csv","q3","full_text","ZZZ","N/A","NaN","0"
"test/test_docs/test_ground_truth.csv","q3","metacat_ui","ZZZ","N/A","NaN","0"
"test/test_docs/test_ground_truth.csv","q3","metacat_filtered","ZZZ","N/A","NaN","0"
"test/test_docs/test_ground_truth.csv","q3","bioportal_annot","ZZZ","N/A","NaN","0"
"test/test_docs/test_ground_truth.csv","q3","esor_annot","ZZZ","N/A","NaN","0"
"test/test_docs/test_ground_truth.csv","q3","manual_annot","ZZZ","None","30","100"
"test/test_docs/test_ground_truth.csv","q3","esor_cosine","ZZZ","N/A","NaN","0"
